row_column,column_column,row_value,column_value,model_name,n,subscription_rate,accuracy,precision,recall,f1,false_negative_rate,false_positive_rate,avg_subscription_probability
job,education,retired,secondary,XGBoost default,208,0.17307692307692307,0.8653846153846154,0.6428571428571429,0.5,0.5625,0.5,0.05813953488372093,0.19601055819711538
job,education,retired,tertiary,XGBoost default,72,0.2361111111111111,0.75,0.46153846153846156,0.35294117647058826,0.4,0.6470588235294118,0.12727272727272726,0.2543694517222222
job,education,retired,unknown,XGBoost default,24,0.375,0.7083333333333334,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.5555555555555556,0.13333333333333333,0.30335660795833336
job,education,self-employed,primary,XGBoost default,26,0.038461538461538464,0.8846153846153846,0.0,0.0,0.0,1.0,0.08,0.12008270694999999
job,education,self-employed,secondary,XGBoost default,132,0.08333333333333333,0.9090909090909091,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.9090909090909091,0.01652892561983471,0.06712040667045453
job,education,self-employed,tertiary,XGBoost default,170,0.19411764705882353,0.8529411764705882,0.8333333333333334,0.30303030303030304,0.4444444444444444,0.696969696969697,0.014598540145985401,0.14962713439058822
job,education,self-employed,unknown,XGBoost default,8,0.0,0.875,0.0,0.0,0.0,,0.125,0.14435397525000002
job,education,services,primary,XGBoost default,68,0.11764705882352941,0.8970588235294118,1.0,0.125,0.2222222222222222,0.875,0.0,0.06616480445147058
job,education,services,secondary,XGBoost default,664,0.07078313253012049,0.9337349397590361,0.6,0.19148936170212766,0.2903225806451613,0.8085106382978723,0.009724473257698542,0.08309362049231928
job,education,services,tertiary,XGBoost default,42,0.2619047619047619,0.7619047619047619,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.6363636363636364,0.0967741935483871,0.21097883179523813
job,education,services,unknown,XGBoost default,32,0.15625,0.875,1.0,0.2,0.3333333333333333,0.8,0.0,0.09087232953124999
job,education,student,primary,XGBoost default,11,0.18181818181818182,0.7272727272727273,0.0,0.0,0.0,1.0,0.1111111111111111,0.2392155185454545
job,education,student,secondary,XGBoost default,92,0.2608695652173913,0.7608695652173914,0.55,0.4583333333333333,0.5,0.5416666666666666,0.1323529411764706,0.2998074114434783
job,education,student,tertiary,XGBoost default,48,0.3125,0.7291666666666666,0.6,0.4,0.48,0.6,0.12121212121212122,0.25081465741041664
job,education,student,unknown,XGBoost default,29,0.3103448275862069,0.6206896551724138,0.375,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.25,0.3300432308275862
job,education,technician,primary,XGBoost default,28,0.0,1.0,0.0,0.0,0.0,,0.0,0.06023393006428572
job,education,technician,secondary,XGBoost default,1063,0.09877704609595485,0.9106302916274694,0.6086956521739131,0.26666666666666666,0.3708609271523179,0.7333333333333333,0.018789144050104383,0.10371144125747883
job,education,technician,tertiary,XGBoost default,395,0.17215189873417722,0.8329113924050633,0.5277777777777778,0.27941176470588236,0.36538461538461536,0.7205882352941176,0.05198776758409786,0.16631117313822782
job,education,technician,unknown,XGBoost default,43,0.09302325581395349,0.8837209302325582,0.3333333333333333,0.25,0.2857142857142857,0.75,0.05128205128205128,0.12436324025534883
job,education,unemployed,primary,XGBoost default,64,0.109375,0.875,0.0,0.0,0.0,1.0,0.017543859649122806,0.08722973743125001
job,education,unemployed,secondary,XGBoost default,146,0.14383561643835616,0.8835616438356164,0.7,0.3333333333333333,0.45161290322580644,0.6666666666666666,0.024,0.13375958777671232
job,education,unemployed,tertiary,XGBoost default,59,0.22033898305084745,0.8813559322033898,0.8,0.6153846153846154,0.6956521739130435,0.38461538461538464,0.043478260869565216,0.21865035080677966
job,education,unemployed,unknown,XGBoost default,10,0.3,0.6,0.0,0.0,0.0,1.0,0.14285714285714285,0.1702420448
job,education,unknown,primary,XGBoost default,7,0.0,1.0,0.0,0.0,0.0,,0.0,0.07048636585714287
job,education,unknown,secondary,XGBoost default,14,0.07142857142857142,0.9285714285714286,0.5,1.0,0.6666666666666666,0.0,0.07692307692307693,0.15239424819285716
job,education,unknown,tertiary,XGBoost default,9,0.2222222222222222,0.7777777777777778,0.5,0.5,0.5,0.5,0.14285714285714285,0.23507508777777777
job,education,unknown,unknown,XGBoost default,24,0.125,0.875,0.0,0.0,0.0,1.0,0.0,0.06467759143333333
contact,month,cellular,apr,XGBoost default,490,0.20612244897959184,0.7959183673469388,0.509090909090909,0.27722772277227725,0.358974358974359,0.7227722772277227,0.06940874035989718,0.19899503169734695
contact,month,cellular,aug,XGBoost default,1205,0.11452282157676348,0.8962655601659751,0.6666666666666666,0.18840579710144928,0.2937853107344633,0.8115942028985508,0.01218369259606373,0.1094169408140249
contact,month,cellular,dec,XGBoost default,31,0.4838709677419355,0.5483870967741935,0.5384615384615384,0.4666666666666667,0.5,0.5333333333333333,0.375,0.4382545520967743
contact,month,cellular,feb,XGBoost default,514,0.16731517509727625,0.8657587548638133,0.660377358490566,0.4069767441860465,0.5035971223021583,0.5930232558139535,0.04205607476635514,0.16977999316789882
contact,month,cellular,jan,XGBoost default,257,0.08949416342412451,0.8988326848249028,0.4,0.2608695652173913,0.3157894736842105,0.7391304347826086,0.038461538461538464,0.09829986372996109
contact,month,cellular,jul,XGBoost default,1138,0.09314586994727592,0.9112478031634447,0.6086956521739131,0.1320754716981132,0.21705426356589147,0.8679245283018868,0.00872093023255814,0.09364816597275923
contact,month,cellular,jun,XGBoost default,146,0.4041095890410959,0.5342465753424658,0.40425531914893614,0.3220338983050847,0.3584905660377358,0.6779661016949152,0.3218390804597701,0.4379988659589041
contact,month,cellular,mar,XGBoost default,79,0.5569620253164557,0.620253164556962,0.6590909090909091,0.6590909090909091,0.6590909090909091,0.3409090909090909,0.42857142857142855,0.5185589959746835
contact,month,cellular,may,XGBoost default,1014,0.13313609467455623,0.878698224852071,0.7142857142857143,0.14814814814814814,0.24539877300613497,0.8518518518518519,0.009101251422070534,0.11712849510088756
contact,month,cellular,nov,XGBoost default,737,0.10312075983717775,0.9077340569877883,0.6666666666666666,0.21052631578947367,0.32,0.7894736842105263,0.012102874432677761,0.0934134964450475
contact,month,cellular,oct,XGBoost default,104,0.4519230769230769,0.6923076923076923,0.7142857142857143,0.5319148936170213,0.6097560975609756,0.46808510638297873,0.17543859649122806,0.4301515443269231
contact,month,cellular,sep,XGBoost default,105,0.5523809523809524,0.6285714285714286,0.6938775510204082,0.5862068965517241,0.6355140186915887,0.41379310344827586,0.3191489361702128,0.5216886133333333
contact,month,telephone,apr,XGBoost default,47,0.1702127659574468,0.8297872340425532,0.5,0.375,0.42857142857142855,0.625,0.07692307692307693,0.226238311893617
contact,month,telephone,aug,XGBoost default,46,0.08695652173913043,0.8913043478260869,0.0,0.0,0.0,1.0,0.023809523809523808,0.09952888769782609
contact,month,telephone,dec,XGBoost default,4,0.25,0.75,0.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.4840037925
contact,month,telephone,feb,XGBoost default,53,0.09433962264150944,0.9433962264150944,0.75,0.6,0.6666666666666666,0.4,0.020833333333333332,0.15244358697169813
contact,month,telephone,jan,XGBoost default,26,0.19230769230769232,0.8461538461538461,1.0,0.2,0.3333333333333333,0.8,0.0,0.08210264596923075
contact,month,telephone,jul,XGBoost default,166,0.04216867469879518,0.963855421686747,0.6666666666666666,0.2857142857142857,0.4,0.7142857142857143,0.006289308176100629,0.06507138377469879
contact,month,telephone,jun,XGBoost default,21,0.19047619047619047,0.6666666666666666,0.0,0.0,0.0,1.0,0.17647058823529413,0.29468739328571436
contact,month,telephone,mar,XGBoost default,5,0.6,0.8,0.75,1.0,0.8571428571428571,0.0,0.5,0.635062304
contact,month,telephone,may,XGBoost default,97,0.061855670103092786,0.9484536082474226,1.0,0.16666666666666666,0.2857142857142857,0.8333333333333334,0.0,0.06745738536082474
contact,month,telephone,nov,XGBoost default,77,0.06493506493506493,0.922077922077922,0.4,0.4,0.4,0.6,0.041666666666666664,0.11156630866233763
contact,month,telephone,oct,XGBoost default,30,0.43333333333333335,0.5,0.4,0.3076923076923077,0.34782608695652173,0.6923076923076923,0.35294117647058826,0.38850757166666666
contact,month,telephone,sep,XGBoost default,17,0.35294117647058826,0.6470588235294118,0.5,0.5,0.5,0.5,0.2727272727272727,0.38738273129411765
contact,month,unknown,apr,XGBoost default,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.24580555
contact,month,unknown,aug,XGBoost default,10,0.1,0.9,0.0,0.0,0.0,1.0,0.0,0.14523191929999998
contact,month,unknown,dec,XGBoost default,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.01848022
contact,month,unknown,feb,XGBoost default,4,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.33010402000000005
contact,month,unknown,jan,XGBoost default,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.06859179
contact,month,unknown,jul,XGBoost default,54,0.018518518518518517,0.9814814814814815,0.0,0.0,0.0,1.0,0.0,0.05580152211111112
contact,month,unknown,jun,XGBoost default,937,0.044823906083244394,0.9551760939167556,0.0,0.0,0.0,1.0,0.0,0.045505245791835645
contact,month,unknown,mar,XGBoost default,2,1.0,0.0,0.0,0.0,0.0,1.0,,0.113695565
contact,month,unknown,may,XGBoost default,1593,0.02824858757062147,0.9717514124293786,0.0,0.0,0.0,1.0,0.0,0.03306540196702448
